1,1.107149,0.
2,1.107149,1.256637
3,1.107149,2.513274
4,1.107149,-2.513274
5,1.107149,-1.256637
6,0.,0.
7,2.034444,3.141593
8,2.034444,-1.884956
9,2.034444,-0.628319
10,2.034444,0.628319
11,2.034444,1.884956
12,3.141593,0.
13,0.652358,0.628319
14,0.652358,1.884956
15,0.652358,3.141593
16,0.652358,-1.884956
17,0.652358,-0.628319
18,2.489235,-2.513274
19,2.489235,-1.256637
20,2.489235,0.
21,2.489235,1.256637
22,2.489235,2.513274
23,1.382086,0.628319
24,1.382086,1.884956
25,1.382086,3.141593
26,1.382086,-1.884956
27,1.382086,-0.628319
28,1.759507,-2.513274
29,1.759507,-1.256637
30,1.759507,0.
31,1.759507,1.256637
32,1.759507,2.513274
33,0.553574,0.
34,0.553574,1.256637
35,0.553574,2.513274
36,0.553574,-2.513274
37,0.553574,-1.256637
38,2.588018,3.141593
39,2.588018,-1.884956
40,2.588018,-0.628319
41,2.588018,0.628319
42,2.588018,1.884956
43,1.570796,0.314159
44,1.570796,1.570796
45,1.570796,2.827433
46,1.570796,-2.199115
47,1.570796,-0.942478
48,1.570796,-2.827433
49,1.570796,-1.570796
50,1.570796,-0.314159
51,1.570796,0.942478
52,1.570796,2.199115
53,1.017222,0.628319
54,1.017222,1.884956
55,1.017222,3.141593
56,1.017222,-1.884956
57,1.017222,-0.628319
58,2.124371,-2.513274
59,2.124371,-1.256637
60,2.124371,0.
61,2.124371,1.256637
62,2.124371,2.513274
63,0.350405,0.
64,0.350405,1.256637
65,0.350405,2.513274
66,0.350405,-2.513274
67,0.350405,-1.256637
68,0.756743,0.
69,1.029884,-0.390713
70,1.398303,-0.206273
71,1.398303,0.206273
72,1.029884,0.390713
73,0.756743,1.256637
74,1.029884,0.865925
75,1.398303,1.050364
76,1.398303,1.46291
77,1.029884,1.64735
78,0.756743,2.513274
79,1.029884,2.122562
80,1.398303,2.307001
81,1.398303,2.719547
82,1.029884,2.903987
83,0.756743,-2.513274
84,1.029884,-2.903987
85,1.398303,-2.719547
86,1.398303,-2.307001
87,1.029884,-2.122562
88,0.756743,-1.256637
89,1.029884,-1.64735
90,1.398303,-1.46291
91,1.398303,-1.050364
92,1.029884,-0.865925
93,2.111708,2.275668
94,1.74329,2.091229
95,1.74329,1.678682
96,2.111708,1.494243
97,2.384849,1.884956
98,2.111708,1.019031
99,1.74329,0.834592
100,1.74329,0.422045
101,2.111708,0.237606
102,2.384849,0.628319
103,2.111708,-0.237606
104,1.74329,-0.422045
105,1.74329,-0.834592
106,2.111708,-1.019031
107,2.384849,-0.628319
108,2.111708,-1.494243
109,1.74329,-1.678682
110,1.74329,-2.091229
111,2.111708,-2.275668
112,2.384849,-1.884956
113,2.111708,-2.75088
114,1.74329,-2.935319
115,1.74329,2.935319
116,2.111708,2.75088
117,2.384849,-3.141593
118,2.791187,1.884956
119,2.791187,0.628319
120,2.791187,-0.628319
121,2.791187,-1.884956
122,2.791187,-3.141593
123,1.570796,0.
124,1.570796,3.141593
